0.210305,0.470826,0.510540,665665611469,1
0.360628,0.321162,0.332797,723986739369,1
0.298578,0.314186,0.438691,780895056041,1
0.267208,0.453383,0.352923,110057461058,1
0.444703,0.503392,0.213582,850939115416,1
0.550794,0.412713,0.230074,850930875928,1
0.418465,0.505574,0.219833,850939113494,1
0.338745,0.548184,0.255956,713500160036,1
0.463237,0.225790,0.531575,1011355283974,1
0.274403,0.478470,0.351642,705983967268,1
0.331233,0.286381,0.433562,18538361070,1
0.275918,0.438507,0.363045,110057387330,1
0.290311,0.297765,0.546435,351401862123,1
0.332189,0.268922,0.504821,351401763819,1
0.342855,0.281169,0.438476,969877054443,1
0.361555,0.242876,0.491070,982090867691,1
0.349667,0.235545,0.558610,982093636587,1
0.210233,0.501258,0.490832,819432121316,1
0.357782,0.247702,0.555315,230952510442,1
0.364776,0.267749,0.463926,772118389728,1
0.336065,0.263605,0.560694,271754699754,1
0.323823,0.271968,0.478120,780708324329,1
0.362372,0.320099,0.315299,333406375401,1
0.332514,0.306412,0.370048,470845328875,1
0.423648,0.239900,0.447121,883185656808,1
0.528714,0.213704,0.523139,851028284708,1
0.477040,0.220810,0.555643,851028284716,1
0.413864,0.235380,0.527319,851028284734,1
0.526094,0.432795,0.227253,850931178726,1
0.428262,0.233366,0.506789,851028284222,1
0.468767,0.227197,0.518739,851028283398,1
0.327910,0.308615,0.392386,109407155522,1
0.348378,0.286808,0.403695,109407155520,1
0.364074,0.317733,0.338883,109407147328,1
0.309242,0.292566,0.505746,1011351361278,1
0.210764,0.461287,0.464027,819419318204,1
0.403037,0.440704,0.226577,109396992720,1
0.220406,0.413725,0.485423,97864812473,1
0.265976,0.377796,0.391010,109407537081,1
0.248601,0.371181,0.438738,200675592121,1
0.428727,0.241240,0.422908,475553163195,1
0.243205,0.405131,0.388079,123097745337,1
0.229012,0.430684,0.429391,121084479417,1
0.230817,0.413290,0.402706,121621350329,1
0.350128,0.455747,0.249145,436508591265,1
0.251251,0.476412,0.376974,780898829476,1
0.315886,0.290319,0.470747,351401052091,1
0.211059,0.416714,0.429936,76524193721,1
0.242452,0.493453,0.365411,785059579046,1
0.272710,0.389503,0.390019,131956115385,1
0.352751,0.283967,0.394788,470868461499,1
0.359447,0.276890,0.414886,333429508027,1
0.428339,0.233353,0.504564,333405128635,1
0.233812,0.428527,0.392484,122829309881,1
0.246221,0.371918,0.436339,42164455353,1
0.258797,0.382741,0.410852,125513664441,1
0.336819,0.504404,0.256752,437045462177,1
0.254304,0.353406,0.470344,351402100667,1
0.441728,0.229489,0.481143,883160942520,1
0.234273,0.408081,0.423598,969877391290,1
0.258508,0.369051,0.412646,420121577401,1
0.276610,0.427161,0.355042,123110197177,1
0.468911,0.307987,0.262006,333422360504,1
0.524776,0.227203,0.423857,719834516970,1
0.536209,0.427314,0.209979,576773545940,1
0.490728,0.434327,0.210307,576773545935,1
0.481344,0.433048,0.229580,851651452824,1
0.273730,0.398875,0.381442,785059252644,1
0.348662,0.269993,0.439318,580551117231,1
0.346220,0.278354,0.452395,803889416617,1
0.434370,0.255799,0.354208,109407199872,1
